Date,Open,High,Low,Close,Adj Close,Volume
2018-10-01,79.050003,80.559998,78.949997,79.500000,76.923080,6452800
2018-10-02,79.279999,79.989998,79.160004,79.239998,76.671501,3929600
2018-10-03,79.660004,80.470001,79.199997,79.900002,77.310120,4825100
2018-10-04,79.570000,79.970001,78.970001,79.389999,76.816650,6577800
2018-10-05,79.220001,79.690002,78.440002,78.669998,76.119980,4540800
2018-10-08,78.809998,80.000000,78.730003,79.800003,77.213364,5256000
2018-10-09,79.760002,79.889999,78.809998,79.489998,76.913399,3701700
2018-10-10,80.010002,80.529999,78.699997,78.919998,76.361877,14047100
2018-10-11,76.690002,77.070000,72.599998,73.190002,70.817612,17094600
2018-10-12,74.510002,74.970001,73.269997,74.580002,72.162560,9479700
2018-10-15,74.169998,74.970001,73.019997,73.059998,70.691826,7383700
2018-10-16,73.540001,73.750000,72.650002,73.720001,71.330429,10207400
2018-10-17,73.959999,74.830002,73.750000,74.360001,71.949684,7234000
2018-10-18,74.470001,75.169998,73.769997,74.529999,72.114174,7315700
2018-10-19,74.389999,75.620003,73.949997,74.180000,71.775520,7274700
2018-10-22,74.449997,74.940002,72.599998,72.839996,70.478943,5390400
2018-10-23,71.269997,72.910004,70.449997,72.449997,70.586128,5862800
2018-10-24,72.129997,72.570000,69.580002,69.809998,68.014038,6936900
2018-10-25,70.080002,71.129997,69.550003,70.669998,68.851921,9234600
2018-10-26,70.000000,70.800003,69.169998,70.120003,68.316071,8538100
2018-10-29,71.160004,71.519997,69.480003,70.540001,68.725266,6262100
2018-10-30,71.029999,72.470001,70.330002,72.389999,70.527672,7205900
2018-10-31,72.779999,73.349998,71.459999,72.389999,70.527672,7671300
2018-11-01,72.739998,74.480003,72.610001,74.410004,72.495712,6424100
2018-11-02,74.839996,74.910004,72.260002,73.089996,71.209656,5894700
2018-11-05,73.400002,74.629997,73.180000,73.690002,71.794228,6413500
2018-11-06,74.500000,78.089996,74.250000,77.900002,75.895912,12828500
2018-11-07,79.019997,81.279999,78.529999,78.769997,76.743538,12356200
2018-11-08,78.389999,80.089996,78.250000,80.050003,77.990608,7924300
2018-11-09,80.129997,80.459999,79.139999,79.830002,77.776260,5761300
2018-11-12,79.830002,81.089996,79.449997,80.339996,78.273140,5682500
2018-11-13,80.959999,81.559998,80.129997,80.800003,78.721313,6657100
2018-11-14,81.099998,82.150002,79.360001,79.919998,77.863945,8673300
2018-11-15,79.379997,80.269997,77.849998,79.839996,77.786011,6859700
2018-11-16,79.580002,80.440002,79.260002,79.330002,77.289139,6568400
2018-11-19,79.470001,80.070000,77.980003,78.550003,76.529198,6155700
2018-11-20,77.099998,77.779999,75.300003,75.519997,73.577148,10232600
2018-11-21,76.139999,76.550003,74.959999,75.089996,73.158203,6889400
2018-11-23,74.790001,75.870003,74.339996,75.180000,73.245895,2439700
2018-11-26,76.550003,78.910004,76.500000,77.839996,75.837456,14719200
2018-11-27,77.989998,79.580002,77.050003,79.500000,77.454758,11905200
2018-11-28,80.620003,81.650002,79.779999,80.269997,78.204941,19884000
2018-11-29,80.690002,80.809998,79.709999,80.000000,77.941895,10092000
2018-11-30,79.760002,80.239998,78.680000,80.199997,78.136742,15921500
2018-12-03,80.199997,80.669998,79.160004,79.519997,77.474236,16494800
2018-12-04,79.449997,80.370003,78.570000,78.910004,76.879944,13333700
2018-12-06,77.900002,78.059998,73.889999,76.570000,74.600136,15678500
2018-12-07,76.199997,76.379997,73.690002,74.089996,72.183929,10556300
2018-12-10,74.110001,74.220001,71.510002,73.339996,71.453224,10798500
2018-12-11,74.739998,75.410004,72.610001,73.410004,71.521431,10488200
2018-12-12,74.400002,75.669998,74.129997,74.500000,72.583389,10141800
2018-12-13,74.360001,74.570000,72.320000,73.370003,71.482460,10693900
2018-12-14,72.739998,73.440002,71.610001,71.879997,70.030785,10624700
2018-12-17,71.000000,71.980003,70.250000,70.690002,68.871407,9481500
2018-12-18,71.370003,71.410004,68.720001,69.559998,67.770470,9711800
2018-12-19,69.809998,70.620003,68.160004,68.589996,66.825424,11042700
2018-12-20,68.099998,68.639999,65.889999,66.480003,64.769714,12921400
2018-12-21,65.949997,67.500000,63.680000,63.700001,62.061234,19254500
2018-12-24,63.540001,64.440002,62.810001,62.919998,61.301296,6314200
2018-12-26,63.029999,65.410004,62.060001,65.410004,63.727245,9480400
2018-12-27,64.669998,65.239998,62.810001,65.239998,63.561615,8673300
2018-12-28,65.800003,66.239998,64.849998,65.190002,63.512901,7627600
2018-12-31,65.440002,66.080002,64.750000,65.519997,63.834408,7627200
2019-01-02,64.860001,65.870003,64.440002,65.580002,63.892868,7322400
2019-01-03,65.250000,65.900002,64.639999,65.230003,63.551868,7001800
2019-01-04,66.089996,67.430000,65.949997,66.820000,65.100967,7214800
2019-01-07,67.389999,69.349998,66.720001,68.610001,66.844917,8908100
2019-01-08,68.790001,69.739998,67.260002,68.529999,66.766968,10335000
2019-01-09,68.570000,68.680000,65.309998,66.040001,64.341026,14981000
2019-01-10,66.019997,66.279999,64.559998,65.550003,63.863640,15503500
2019-01-11,65.180000,65.820000,64.360001,65.809998,64.116943,11396300
2019-01-14,65.379997,65.779999,64.900002,65.339996,63.659031,9276000
2019-01-15,64.680000,64.820000,63.139999,63.740002,62.100204,15501500
2019-01-16,63.810001,64.500000,63.669998,63.919998,62.275570,13551200
2019-01-17,63.970001,64.089996,63.270000,63.369999,61.739716,12599200
2019-01-18,64.650002,65.550003,64.300003,65.519997,63.834408,15600000
2019-01-22,65.389999,65.769997,64.599998,64.919998,63.249847,8492600
2019-01-23,65.300003,66.320000,64.900002,66.110001,64.409233,9101400
2019-01-24,65.500000,65.629997,64.559998,64.980003,63.790768,7039900
2019-01-25,65.570000,65.809998,65.139999,65.449997,64.252159,8625700
2019-01-28,65.110001,65.260002,63.580002,65.239998,64.046005,8642000
2019-01-29,65.459999,66.150002,65.180000,65.540001,64.340515,7293600
2019-01-30,66.290001,66.660004,65.769997,65.959999,64.752823,7340600
2019-01-31,65.949997,66.410004,65.550003,65.550003,64.350334,10883200
2019-02-01,64.500000,65.720001,62.880001,65.220001,64.026367,16742500
2019-02-04,65.250000,65.919998,64.870003,65.910004,64.703743,7151900
2019-02-05,66.239998,66.379997,65.389999,65.669998,64.468132,6763900
2019-02-06,65.440002,66.290001,65.360001,66.029999,64.821548,6494600
2019-02-07,65.970001,66.129997,64.949997,65.750000,64.546669,6306600
2019-02-08,65.489998,65.699997,64.360001,65.010002,63.820217,7754000
2019-02-11,65.349998,65.730003,65.010002,65.099998,63.908566,9654800
2019-02-12,65.440002,67.400002,65.300003,67.010002,65.783607,7868000
2019-02-13,67.330002,68.160004,67.129997,67.790001,66.549339,9738200
2019-02-14,67.459999,68.160004,66.769997,67.690002,66.451164,6988200
2019-02-15,68.260002,69.870003,67.849998,69.529999,68.257484,10245400
2019-02-19,70.209999,70.320000,69.279999,69.879997,68.601082,13091900
2019-02-20,63.669998,65.190002,63.299999,64.220001,63.044674,43365600
2019-02-21,64.029999,64.150002,61.959999,62.349998,61.208893,26490600
2019-02-22,62.139999,62.349998,61.169998,61.950001,60.816216,20182900
2019-02-25,62.119999,62.290001,61.200001,61.230000,60.109390,12853900
2019-02-26,61.250000,61.580002,60.590000,60.680000,59.569458,12273600
2019-02-27,60.430000,60.490002,58.459999,58.500000,57.429356,20986500
2019-02-28,58.540001,58.790001,57.560001,57.830002,56.771622,17121000
2019-03-01,58.150002,58.740002,58.060001,58.130001,57.066128,14432800
2019-03-04,58.369999,58.549999,55.799999,55.959999,54.935841,17836000
2019-03-05,56.150002,56.200001,54.369999,54.959999,53.954144,27776100
2019-03-06,54.740002,55.009998,54.000000,54.000000,53.011711,15876800
2019-03-07,54.139999,54.340000,52.169998,52.360001,51.401730,23030200
2019-03-08,52.060001,53.099998,51.930000,52.930000,51.961296,21748300
2019-03-11,53.099998,53.889999,52.310001,53.750000,52.766289,14770200
2019-03-12,54.020000,54.930000,53.720001,54.650002,53.649818,16681400
2019-03-13,55.610001,56.919998,55.310001,56.570000,55.534679,22936500
2019-03-14,56.950001,57.410000,55.669998,55.880001,54.857307,15216100
2019-03-15,55.919998,56.189999,55.270000,55.599998,54.582428,24262200
2019-03-18,55.610001,56.919998,55.560001,56.669998,55.632847,12752900
2019-03-19,56.700001,57.540001,56.480000,57.090000,56.045162,12367400
2019-03-20,56.820000,56.900002,55.810001,56.160000,55.132183,11405800
2019-03-21,56.070000,57.610001,55.779999,57.400002,56.349491,10452700
2019-03-22,57.110001,57.279999,55.919998,56.040001,55.014381,10204200
2019-03-25,55.799999,56.130001,54.400002,54.950001,53.944328,12968600
2019-03-26,55.380001,56.169998,55.080002,55.389999,54.376274,11730900
2019-03-27,53.939999,54.430000,52.830002,54.049999,53.060799,21327300
2019-03-28,54.180000,54.599998,53.250000,53.360001,52.383427,11564900
2019-03-29,53.549999,53.970001,53.290001,53.930000,52.942993,11361500
2019-04-01,54.160000,54.340000,53.450001,54.189999,53.198235,10790100
2019-04-02,52.680000,52.919998,51.770000,52.130001,51.175938,22104400
2019-04-03,52.419998,53.070000,52.320000,52.790001,51.823860,17437400
2019-04-04,52.880001,53.459999,52.799999,53.400002,52.422695,11058000
2019-04-05,53.610001,54.200001,53.509998,54.060001,53.070618,10002100
2019-04-08,53.959999,54.490002,53.740002,54.150002,53.158970,8374100
2019-04-09,54.099998,54.330002,53.450001,53.720001,52.736839,9275800
2019-04-10,53.700001,53.889999,53.040001,53.869999,52.884090,11853400
2019-04-11,53.980000,54.369999,52.470001,52.689999,51.725689,11354700
2019-04-12,52.950001,53.290001,52.580002,52.810001,51.843494,10024700
2019-04-15,53.720001,54.599998,53.500000,54.220001,53.227688,17590400
2019-04-16,54.730000,54.830002,53.340000,53.900002,52.913544,12943200
2019-04-17,53.980000,54.150002,52.000000,52.540001,51.578434,22106000
2019-04-18,52.439999,53.160000,52.259998,52.630001,51.666790,15930600
2019-04-22,52.430000,52.759998,52.180000,52.430000,51.964123,9122500
2019-04-23,52.500000,53.669998,52.099998,52.959999,52.489410,14102400
2019-04-24,52.990002,53.110001,52.560001,52.930000,52.459679,9599200
2019-04-25,52.810001,53.689999,52.610001,53.230000,52.757011,8503000
2019-04-26,53.230000,53.619999,52.930000,53.529999,53.054344,9084500
2019-04-29,53.150002,54.439999,52.660000,53.990002,53.510262,9731200
2019-04-30,54.630001,54.889999,53.450001,54.380001,53.896793,13911200
2019-05-01,56.849998,57.750000,56.209999,57.330002,56.820583,26243000
2019-05-02,57.209999,57.369999,55.570000,56.730000,56.225910,14489700
2019-05-03,57.009998,57.340000,56.029999,56.660000,56.156532,11035600
2019-05-06,55.970001,56.619999,55.410000,56.599998,56.097065,10689500
2019-05-07,56.349998,56.480000,54.919998,55.349998,54.858173,9586900
2019-05-08,55.360001,56.119999,54.880001,55.740002,55.244709,8841200
2019-05-09,55.099998,55.650002,54.630001,55.349998,54.858173,9255700
2019-05-10,55.299999,55.619999,54.240002,55.160000,54.669861,9397100
2019-05-13,54.299999,54.450001,53.299999,53.820000,53.341770,11183800
2019-05-14,53.849998,54.230000,52.939999,52.970001,52.499325,10772900
2019-05-15,52.709999,53.070000,51.880001,52.790001,52.320923,11618000
2019-05-16,52.900002,53.209999,52.150002,52.299999,51.835274,11823600
2019-05-17,52.009998,53.200001,51.720001,52.880001,52.410122,8046700
2019-05-20,52.849998,53.599998,52.700001,53.000000,52.529057,8083900
2019-05-21,53.320000,53.689999,52.849998,53.520000,53.044437,8163200
2019-05-22,53.430000,53.820000,52.820000,53.709999,53.232746,7919800
2019-05-23,53.270000,53.290001,52.340000,52.790001,52.320923,9388900
2019-05-24,52.880001,53.169998,52.590000,53.070000,52.598434,5681200
2019-05-28,53.119999,53.240002,52.580002,52.700001,52.231724,12493000
2019-05-29,52.459999,52.950001,52.119999,52.520000,52.053322,9578200
2019-05-30,52.639999,52.959999,52.290001,52.750000,52.281277,6789100
2019-05-31,52.270000,52.720001,52.040001,52.369999,51.904652,8089300
2019-06-03,52.540001,53.700001,52.459999,53.389999,52.915588,8920500
2019-06-04,54.430000,55.750000,54.250000,54.619999,54.134659,12754300
2019-06-05,55.000000,55.049999,53.020000,53.169998,52.697544,12128800
2019-06-06,53.139999,54.610001,53.020000,54.110001,53.629192,10043000
2019-06-07,54.270000,54.619999,53.810001,53.919998,53.440880,7826000
2019-06-10,54.330002,55.529999,54.299999,55.029999,54.541016,8007800
2019-06-11,54.430000,55.090000,53.790001,53.970001,53.490437,8774300
2019-06-12,53.849998,54.029999,53.040001,53.660000,53.183189,9404900
2019-06-13,53.869999,54.639999,53.709999,54.590000,54.104927,5250700
2019-06-14,54.650002,54.680000,54.049999,54.169998,53.688656,4680700
2019-06-17,54.230000,54.700001,53.930000,54.540001,54.055374,5008800
2019-06-18,54.830002,55.340000,54.540001,54.660000,54.174305,7156800
2019-06-19,54.860001,55.380001,54.669998,54.889999,54.402260,6212900
2019-06-20,54.889999,55.080002,53.279999,53.869999,53.391323,13254500
2019-06-21,53.799999,54.020000,53.230000,53.650002,53.173283,12482100
2019-06-24,53.709999,53.750000,52.759998,53.139999,52.667812,9144900
2019-06-25,53.250000,53.790001,52.889999,53.680000,53.203014,7865700
2019-06-26,53.740002,54.130001,53.279999,53.700001,53.222836,6655200
2019-06-27,54.029999,55.000000,53.939999,54.740002,54.253597,7476000
2019-06-28,54.830002,55.240002,54.349998,54.490002,54.005817,9336900
2019-07-01,55.099998,55.990002,54.650002,54.930000,54.441906,7991100
2019-07-02,54.869999,55.009998,54.119999,54.799999,54.313061,4960200
2019-07-03,55.009998,55.840000,55.000000,55.200001,54.709507,4117800
2019-07-05,55.240002,56.110001,55.110001,55.570000,55.076218,4264200
2019-07-08,55.380001,55.450001,54.759998,55.310001,54.818531,5936900
2019-07-09,55.049999,55.369999,54.660000,54.830002,54.342796,5757900
2019-07-10,55.000000,55.500000,54.650002,55.380001,54.887909,5059800
2019-07-11,59.369999,60.130001,57.520000,57.970001,57.454895,29037100
2019-07-12,57.900002,58.480000,57.340000,57.549999,57.038624,10089400
2019-07-15,57.759998,57.790001,57.040001,57.439999,56.929600,5883400
2019-07-16,57.369999,57.500000,56.869999,57.380001,56.870136,5063000
2019-07-17,57.330002,57.369999,56.009998,56.230000,55.730354,7678600
2019-07-18,56.070000,56.680000,55.470001,56.500000,55.997955,6063400
2019-07-19,56.700001,56.820000,55.939999,55.939999,55.442932,5480900
2019-07-22,56.080002,56.160000,55.259998,55.480000,54.987019,5717300
2019-07-23,55.410000,56.400002,55.049999,56.270000,55.770000,6973400
2019-07-24,55.900002,56.090000,54.970001,55.990002,55.990002,6774800
2019-07-25,55.680000,55.900002,55.049999,55.439999,55.439999,5526200
2019-07-26,55.540001,56.000000,55.349998,55.540001,55.540001,4753300
2019-07-29,55.470001,56.520000,55.450001,56.259998,56.259998,4951600
2019-07-30,55.910000,56.590000,55.540001,56.529999,56.529999,5016900
2019-07-31,56.599998,56.599998,55.400002,55.869999,55.869999,8473100
2019-08-01,55.799999,56.910000,55.360001,55.369999,55.369999,11847900
2019-08-02,55.430000,55.840000,55.009998,55.709999,55.709999,6673300
2019-08-05,55.049999,55.950001,54.060001,54.509998,54.509998,9492300
2019-08-06,54.599998,54.700001,53.000000,54.090000,54.090000,12803400
2019-08-07,56.270000,58.279999,56.009998,58.119999,58.119999,22891700
2019-08-08,58.720001,59.520000,58.500000,59.040001,59.040001,14892100
2019-08-09,58.939999,59.500000,58.490002,59.290001,59.290001,6694500
2019-08-12,59.049999,59.259998,58.560001,58.750000,58.750000,5452600
2019-08-13,58.700001,59.970001,58.480000,59.849998,59.849998,8243200
2019-08-14,59.330002,59.490002,58.459999,58.560001,58.560001,10561400
2019-08-15,58.799999,59.150002,57.919998,58.840000,58.840000,10751100
2019-08-16,59.279999,60.549999,59.119999,60.279999,60.279999,9643600
2019-08-19,60.810001,61.549999,60.599998,61.389999,61.389999,10072100
2019-08-20,61.240002,61.869999,61.070000,61.560001,61.560001,8961400
2019-08-21,62.180000,62.580002,61.599998,61.650002,61.650002,9595600
2019-08-22,61.910000,62.169998,61.099998,62.049999,62.049999,6401900
2019-08-23,61.360001,62.119999,60.029999,60.240002,60.240002,9353100
2019-08-26,60.799999,60.990002,60.279999,60.759998,60.759998,4849400
2019-08-27,61.209999,61.310001,59.119999,59.189999,59.189999,7700600
2019-08-28,59.060001,59.580002,58.619999,59.480000,59.480000,7817200
2019-08-29,60.119999,60.599998,59.849998,60.150002,60.150002,6784000
2019-08-30,60.669998,61.150002,60.259998,60.919998,60.919998,6310300
2019-09-03,60.439999,60.830002,59.689999,60.689999,60.689999,5379400
2019-09-04,61.189999,61.799999,61.000000,61.660000,61.660000,5700600
2019-09-05,63.009998,63.340000,62.380001,62.759998,62.759998,7892700
2019-09-06,62.740002,62.970001,62.009998,62.230000,62.230000,7124800
2019-09-09,62.540001,63.860001,62.509998,63.680000,63.680000,8623700
2019-09-10,63.750000,64.120003,62.799999,63.599998,63.599998,10239200
2019-09-11,63.480000,64.010002,63.290001,63.990002,63.990002,7314800
2019-09-12,64.940002,65.250000,63.639999,63.900002,63.900002,8816700
2019-09-13,64.099998,64.720001,63.160000,64.059998,64.059998,6184500
2019-09-16,63.299999,63.849998,63.180000,63.430000,63.430000,4408700
2019-09-17,63.500000,63.750000,63.150002,63.480000,63.480000,4652500
2019-09-18,63.220001,63.540001,62.740002,63.259998,63.259998,4747100
2019-09-19,63.450001,64.029999,63.279999,63.630001,63.630001,4543600
2019-09-20,64.180000,64.690002,64.010002,64.300003,64.300003,10375300
2019-09-23,63.930000,64.320000,63.099998,63.349998,63.349998,7360100
2019-09-24,63.549999,64.190002,62.669998,62.930000,62.930000,6519500
2019-09-25,62.650002,63.369999,62.470001,62.590000,62.590000,5207200
2019-09-26,62.680000,62.779999,60.950001,61.590000,61.590000,7455800
2019-09-27,61.939999,62.500000,61.580002,62.080002,62.080002,4938900
